ClaimID,PolicyID,ClaimDate,ClaimAmount
sdv-id-OKmYwX,sdv-id-bAJqiq,2023-01-01 00:00:00,850.65
sdv-id-WyGPJx,sdv-id-xUNYVC,2023-01-01 00:00:00,1271.52
sdv-id-yGSAMA,sdv-id-rzzedz,2023-01-01 00:00:00,850.65
sdv-id-IXwmQX,sdv-id-XhpNGD,2023-01-01 00:00:00,888.74
sdv-id-PuEZmc,sdv-id-YHALoT,2023-01-01 00:00:00,1500.99
sdv-id-KdcdYq,sdv-id-VaPwhk,2023-01-01 00:00:00,1457.64
sdv-id-DFeIZY,sdv-id-eKkJUf,2023-01-01 00:00:00,1124.06
sdv-id-pZugpg,sdv-id-wYVMBr,2023-01-01 00:00:00,1204.7
sdv-id-zmiBuV,sdv-id-VjLAUY,2023-01-01 00:00:00,1191.14
sdv-id-aZazfH,sdv-id-JsNLVm,2023-01-01 00:00:00,1298.68
sdv-id-rXMmgO,sdv-id-LbAesM,2023-01-01 00:00:00,1324.9
sdv-id-hjXTzl,sdv-id-UoDfzD,2023-01-01 00:00:00,1404.93
sdv-id-ebLxQR,sdv-id-QsPgzL,2023-01-01 00:00:00,974.71
sdv-id-gLVmnm,sdv-id-BPijEQ,2023-01-01 00:00:00,1145.44
sdv-id-uBTZZA,sdv-id-fnGZNv,2023-01-01 00:00:00,1266.09
sdv-id-VpZDTY,sdv-id-hdJkKs,2023-01-01 00:00:00,1412.56
sdv-id-ZxKrkX,sdv-id-jKQsPm,2023-01-01 00:00:00,1208.43
sdv-id-RUiuhR,sdv-id-JlBkSs,2023-01-01 00:00:00,1190.0
sdv-id-UtwKad,sdv-id-ruulGb,2023-01-01 00:00:00,1358.07
sdv-id-kOPEzd,sdv-id-pblQhe,2023-01-01 00:00:00,983.72
sdv-id-mQyGmm,sdv-id-qAoLIn,2023-01-01 00:00:00,891.19
sdv-id-SkwQbq,sdv-id-eNcAPF,2023-01-02 00:00:00,1226.42
sdv-id-UeTUFM,sdv-id-srnViy,2023-01-02 00:00:00,947.96
sdv-id-FdceJZ,sdv-id-reBBgd,2023-01-02 00:00:00,1203.21
sdv-id-vvEyoA,sdv-id-GHoFAs,2023-01-02 00:00:00,1193.86
sdv-id-FiLoHQ,sdv-id-VzvJFI,2023-01-02 00:00:00,1135.1
sdv-id-cKbEGd,sdv-id-XAzPRb,2023-01-02 00:00:00,1291.64
sdv-id-zMjmTc,sdv-id-gDtnnm,2023-01-02 00:00:00,972.22
sdv-id-uJnxsG,sdv-id-RJhyoW,2023-01-02 00:00:00,908.31
sdv-id-ECsiVV,sdv-id-LFyYts,2023-01-02 00:00:00,928.04
sdv-id-RwORSs,sdv-id-ykZpYi,2023-01-02 00:00:00,921.01
sdv-id-ReujVo,sdv-id-ZbdrSr,2023-01-02 00:00:00,1346.11
sdv-id-DUcBov,sdv-id-EigIpT,2023-01-02 00:00:00,1008.14
sdv-id-hGvwlA,sdv-id-rCbeDV,2023-01-02 00:00:00,861.97
sdv-id-QKtZAl,sdv-id-xCATky,2023-01-02 00:00:00,1352.58
sdv-id-kzPHOJ,sdv-id-RcNNBA,2023-01-02 00:00:00,1024.3
sdv-id-lISvps,sdv-id-juJbtX,2023-01-02 00:00:00,1138.05
sdv-id-UTaoOJ,sdv-id-qyCzQR,2023-01-02 00:00:00,1449.05
sdv-id-OqgpRn,sdv-id-MekbnS,2023-01-02 00:00:00,1363.64
sdv-id-ciilId,sdv-id-zxptIS,2023-01-02 00:00:00,1131.3
sdv-id-rvdAdi,sdv-id-ZfGlXm,2023-01-02 00:00:00,1098.47
sdv-id-UlHAyn,sdv-id-UHvWwX,2023-01-02 00:00:00,1216.42
sdv-id-UDvpmg,sdv-id-amjDzx,2023-01-02 00:00:00,1117.51
sdv-id-TNJDuN,sdv-id-rmlEnO,2023-01-02 00:00:00,947.56
sdv-id-THhTAW,sdv-id-VYZGUf,2023-01-02 00:00:00,955.38
sdv-id-XzNHeq,sdv-id-Szmemd,2023-01-02 00:00:00,1149.31
sdv-id-xHrjjJ,sdv-id-miAwoV,2023-01-02 00:00:00,850.65
sdv-id-ljETbY,sdv-id-xwESLz,2023-01-02 00:00:00,1068.65
sdv-id-XhbFOB,sdv-id-xlzlld,2023-01-02 00:00:00,1195.68
sdv-id-SkxKSM,sdv-id-fMkEQw,2023-01-02 00:00:00,1217.11
sdv-id-ADbvbd,sdv-id-gqEkJE,2023-01-02 00:00:00,1318.75
sdv-id-jTgBaF,sdv-id-bwWECZ,2023-01-02 00:00:00,1079.68
sdv-id-NJNNbT,sdv-id-lzGXQs,2023-01-02 00:00:00,905.85
sdv-id-YTTtNL,sdv-id-hWHfpq,2023-01-02 00:00:00,1240.96
sdv-id-RyWpZA,sdv-id-PVFfgH,2023-01-02 00:00:00,1247.62
sdv-id-SusuXo,sdv-id-BYXRoW,2023-01-02 00:00:00,1271.11
sdv-id-JncdbZ,sdv-id-tcRTci,2023-01-02 00:00:00,1201.22
sdv-id-OlwmCb,sdv-id-cXywOZ,2023-01-02 00:00:00,1238.53
sdv-id-trEQhI,sdv-id-aBoXYk,2023-01-02 00:00:00,1115.71
sdv-id-PUycii,sdv-id-ZLmnWN,2023-01-02 00:00:00,1061.42
sdv-id-RFbESF,sdv-id-SwetKe,2023-01-02 00:00:00,1001.0
sdv-id-mThasY,sdv-id-lFmtMT,2023-01-02 00:00:00,864.15
sdv-id-YZKGIE,sdv-id-VSFQEM,2023-01-02 00:00:00,1223.27
sdv-id-fGZVee,sdv-id-EJaYGT,2023-01-02 00:00:00,1356.81
sdv-id-sNNDMz,sdv-id-hPccCP,2023-01-02 00:00:00,1391.87
sdv-id-PUhXgL,sdv-id-ONgNFm,2023-01-02 00:00:00,1305.53
sdv-id-qNPcaQ,sdv-id-keJvAi,2023-01-02 00:00:00,1409.28
sdv-id-ncRHwm,sdv-id-rdnPfM,2023-01-02 00:00:00,1115.0
sdv-id-IoLezr,sdv-id-tZhaso,2023-01-02 00:00:00,1026.19
sdv-id-YTpNHA,sdv-id-EGmYAo,2023-01-02 00:00:00,1494.55
sdv-id-RAxNHy,sdv-id-FHHeHg,2023-01-02 00:00:00,1498.61
sdv-id-LgaoVJ,sdv-id-POCnwt,2023-01-02 00:00:00,1040.0
sdv-id-qMlMfc,sdv-id-SglzPN,2023-01-02 00:00:00,958.1
sdv-id-kgSHDg,sdv-id-DedpZm,2023-01-02 00:00:00,892.45
sdv-id-uvpYvR,sdv-id-qeADxV,2023-01-02 00:00:00,1253.23
sdv-id-YWoecK,sdv-id-pgHJYW,2023-01-02 00:00:00,1181.47
sdv-id-iArTsX,sdv-id-hQerpO,2023-01-02 00:00:00,1500.99
sdv-id-YASiRW,sdv-id-dbNjxK,2023-01-02 00:00:00,1328.47
sdv-id-ujTdHF,sdv-id-JuXSeC,2023-01-02 00:00:00,1287.29
sdv-id-UrRlVA,sdv-id-FjuVDG,2023-01-02 00:00:00,863.29
sdv-id-qpysBz,sdv-id-VmDFgO,2023-01-02 00:00:00,1130.85
sdv-id-uKGNRg,sdv-id-plnHzF,2023-01-02 00:00:00,1500.99
sdv-id-naHAbP,sdv-id-dJxvnz,2023-01-02 00:00:00,850.65
sdv-id-SjfJDQ,sdv-id-ZKCswb,2023-01-02 00:00:00,850.65
sdv-id-CoYHLI,sdv-id-NxYLYV,2023-01-02 00:00:00,887.81
sdv-id-EXDOGR,sdv-id-inQzeL,2023-01-02 00:00:00,1264.97
sdv-id-ItKcqn,sdv-id-TkFkVV,2023-01-02 00:00:00,918.6
sdv-id-mdOjgx,sdv-id-fIxBrZ,2023-01-02 00:00:00,923.43
sdv-id-UMBfVJ,sdv-id-ixqCoq,2023-01-02 00:00:00,1500.99
sdv-id-VSjZlP,sdv-id-ghtFOA,2023-01-02 00:00:00,1063.98
sdv-id-hXwjHL,sdv-id-wYnOaW,2023-01-02 00:00:00,1276.35
sdv-id-rLrIRW,sdv-id-KhoHsb,2023-01-02 00:00:00,1061.29
sdv-id-gRSlcc,sdv-id-vOYLJL,2023-01-02 00:00:00,1456.71
sdv-id-ZoPdTv,sdv-id-ocGWVf,2023-01-02 00:00:00,1500.99
sdv-id-YddImT,sdv-id-EhyhlT,2023-01-02 00:00:00,991.94
sdv-id-chIuMn,sdv-id-DrdsDn,2023-01-02 00:00:00,1500.99
sdv-id-hcbGlu,sdv-id-aSkgjE,2023-01-02 00:00:00,1253.75
sdv-id-mePzyC,sdv-id-xFCDOo,2023-01-02 00:00:00,1378.76
sdv-id-suMoYd,sdv-id-WrGTJt,2023-01-02 00:00:00,1380.14
sdv-id-gabQbB,sdv-id-RpaorA,2023-01-02 00:00:00,1107.33
sdv-id-EyVEyX,sdv-id-zgTLhr,2023-01-02 00:00:00,1056.94
sdv-id-xDbUYL,sdv-id-nYifsk,2023-01-02 00:00:00,1044.15
sdv-id-iJNGaS,sdv-id-UhTKCj,2023-01-02 00:00:00,941.77
sdv-id-CzxTjz,sdv-id-CaHKSx,2023-01-02 00:00:00,1273.9
sdv-id-IibMQR,sdv-id-MyeGks,2023-01-02 00:00:00,1388.73
sdv-id-kRYVYg,sdv-id-ovrMci,2023-01-02 00:00:00,1197.84
sdv-id-yVzJDb,sdv-id-uXLCfR,2023-01-02 00:00:00,1500.99
sdv-id-jRotFB,sdv-id-hKdRKZ,2023-01-02 00:00:00,1220.81
sdv-id-aLdnzV,sdv-id-MApRrz,2023-01-02 00:00:00,868.29
sdv-id-aDipRw,sdv-id-vVyHjt,2023-01-03 00:00:00,919.84
sdv-id-KjJZzI,sdv-id-zKGUMg,2023-01-03 00:00:00,961.94
sdv-id-ozCiHI,sdv-id-FedcOr,2023-01-03 00:00:00,1033.25
sdv-id-faRarF,sdv-id-gUuSTQ,2023-01-03 00:00:00,1090.22
sdv-id-nmiQPB,sdv-id-DqQdGp,2023-01-03 00:00:00,1033.47
sdv-id-CKOekc,sdv-id-kJznxP,2023-01-03 00:00:00,1318.95
sdv-id-yNYNiY,sdv-id-YdkcGQ,2023-01-03 00:00:00,999.59
sdv-id-wLrdCY,sdv-id-dtxJvx,2023-01-03 00:00:00,1076.22
sdv-id-xAwRkC,sdv-id-qXnwWY,2023-01-03 00:00:00,1015.47
sdv-id-uIXbup,sdv-id-bUSeop,2023-01-03 00:00:00,1227.8
sdv-id-MfzGav,sdv-id-AhByXU,2023-01-03 00:00:00,984.54
sdv-id-uNfjJJ,sdv-id-lxegIh,2023-01-03 00:00:00,1466.93
sdv-id-kmVhKs,sdv-id-xtKtae,2023-01-03 00:00:00,1100.38
sdv-id-YoVibe,sdv-id-OoOSdC,2023-01-03 00:00:00,853.23
sdv-id-OaOynl,sdv-id-qcFvbA,2023-01-03 00:00:00,1067.54
sdv-id-YwpsAi,sdv-id-nsRLwg,2023-01-03 00:00:00,889.34
sdv-id-ypeFKC,sdv-id-ZfcyWJ,2023-01-03 00:00:00,1225.18
sdv-id-nvMweK,sdv-id-BCWaaw,2023-01-03 00:00:00,1346.83
sdv-id-dQwbCt,sdv-id-gbkWaH,2023-01-03 00:00:00,875.22
sdv-id-IZVcLd,sdv-id-NTWLIx,2023-01-03 00:00:00,913.44
sdv-id-EVykJX,sdv-id-kyNvSL,2023-01-03 00:00:00,1457.12
sdv-id-seAwNN,sdv-id-LmPkoH,2023-01-03 00:00:00,850.65
sdv-id-pLftsW,sdv-id-FBOAhN,2023-01-03 00:00:00,1168.25
sdv-id-ambaxz,sdv-id-euPOtU,2023-01-03 00:00:00,1117.46
sdv-id-YnknlM,sdv-id-HhDPmW,2023-01-03 00:00:00,1242.35
sdv-id-GPZTEN,sdv-id-vOqWCH,2023-01-03 00:00:00,1385.04
sdv-id-lfltbB,sdv-id-KbRfbh,2023-01-03 00:00:00,1155.73
sdv-id-vIJBWT,sdv-id-sOGPWc,2023-01-03 00:00:00,1092.11
sdv-id-UHUsNE,sdv-id-qRbRgU,2023-01-03 00:00:00,1360.74
sdv-id-eXSFEN,sdv-id-HJeOkX,2023-01-03 00:00:00,1232.98
sdv-id-riHQKN,sdv-id-pLmIDy,2023-01-03 00:00:00,1091.91
sdv-id-ViKCYz,sdv-id-tnOyQe,2023-01-03 00:00:00,1105.89
sdv-id-LAVsCm,sdv-id-ytTvUQ,2023-01-03 00:00:00,1087.69
sdv-id-eKPZOV,sdv-id-AIEmKo,2023-01-03 00:00:00,850.65
sdv-id-vjKGsA,sdv-id-DiykOh,2023-01-03 00:00:00,1113.66
sdv-id-qqVuPm,sdv-id-VKlSaR,2023-01-03 00:00:00,1354.98
sdv-id-yaYcjL,sdv-id-ICcQPY,2023-01-03 00:00:00,1414.93
sdv-id-bFtHsO,sdv-id-ByxQky,2023-01-03 00:00:00,1123.12
sdv-id-qIEPHP,sdv-id-iYsHgu,2023-01-03 00:00:00,1151.27
sdv-id-qzhHVQ,sdv-id-iEyBUA,2023-01-03 00:00:00,1206.27
sdv-id-KdfKHR,sdv-id-IuBslC,2023-01-03 00:00:00,1366.58
sdv-id-yqNuVX,sdv-id-fuKDyH,2023-01-03 00:00:00,869.63
sdv-id-qXTwwu,sdv-id-oZtwwt,2023-01-03 00:00:00,1414.21
sdv-id-EiFUvG,sdv-id-SNMuzy,2023-01-03 00:00:00,1197.07
sdv-id-OicvbK,sdv-id-kzQPag,2023-01-03 00:00:00,1308.34
sdv-id-ziaZls,sdv-id-HdUdYj,2023-01-03 00:00:00,1250.97
sdv-id-zbGXaG,sdv-id-cZJfZY,2023-01-03 00:00:00,1122.02
sdv-id-eXKvDn,sdv-id-tPMiDB,2023-01-03 00:00:00,1188.29
sdv-id-vghdSi,sdv-id-UJjbEx,2023-01-03 00:00:00,1316.07
sdv-id-oqUcei,sdv-id-nWhZxg,2023-01-03 00:00:00,982.07
sdv-id-DzQTLw,sdv-id-ndapfx,2023-01-03 00:00:00,955.96
sdv-id-SbeAfT,sdv-id-WUyXDu,2023-01-03 00:00:00,966.64
sdv-id-QlAwMi,sdv-id-CnFzBj,2023-01-03 00:00:00,1256.65
sdv-id-kHRWlf,sdv-id-hhlUza,2023-01-03 00:00:00,1248.21
sdv-id-LrJyoE,sdv-id-EsxdOG,2023-01-03 00:00:00,922.11
sdv-id-ZlYodq,sdv-id-LHCrDz,2023-01-03 00:00:00,1102.69
sdv-id-wsmxqE,sdv-id-jkVkID,2023-01-03 00:00:00,1080.73
sdv-id-mjCZak,sdv-id-zHcTOQ,2023-01-03 00:00:00,1075.12
sdv-id-ejhQIW,sdv-id-usvuJV,2023-01-03 00:00:00,1385.66
sdv-id-cLlVdf,sdv-id-CJlUUD,2023-01-03 00:00:00,1004.83
sdv-id-jjuSmm,sdv-id-dXxcKd,2023-01-03 00:00:00,1180.37
sdv-id-sEBjqC,sdv-id-SSLkpu,2023-01-03 00:00:00,1357.44
sdv-id-mDLTUK,sdv-id-QPCgtW,2023-01-03 00:00:00,1159.77
sdv-id-lAYNAM,sdv-id-nCnQJF,2023-01-03 00:00:00,850.65
sdv-id-DEeiaK,sdv-id-tcAKoU,2023-01-03 00:00:00,1074.85
sdv-id-walCah,sdv-id-XCXMgI,2023-01-03 00:00:00,987.9
sdv-id-okYfkM,sdv-id-kgCUns,2023-01-03 00:00:00,852.02
sdv-id-vaVoYH,sdv-id-PFFvUH,2023-01-03 00:00:00,923.35
sdv-id-VaSEkc,sdv-id-YHNChj,2023-01-03 00:00:00,1114.88
sdv-id-xOsgIu,sdv-id-TdmGWo,2023-01-03 00:00:00,1110.62
sdv-id-nxziMo,sdv-id-DrVfYw,2023-01-03 00:00:00,993.94
sdv-id-siThIf,sdv-id-QdlNsC,2023-01-03 00:00:00,1022.1
sdv-id-UGUKrn,sdv-id-etwmzS,2023-01-03 00:00:00,1398.31
sdv-id-QiRzZt,sdv-id-RPpRTi,2023-01-03 00:00:00,1302.06
sdv-id-Dhqlxs,sdv-id-YCMJBO,2023-01-03 00:00:00,850.65
sdv-id-qgjijx,sdv-id-KAHWWe,2023-01-03 00:00:00,1331.3
sdv-id-DOfDcN,sdv-id-heQljO,2023-01-03 00:00:00,1080.75
sdv-id-Httxcv,sdv-id-dlFtmO,2023-01-04 00:00:00,1043.84
sdv-id-VpulPU,sdv-id-ntjpWJ,2023-01-04 00:00:00,1319.89
sdv-id-ijCVbp,sdv-id-oRJxVp,2023-01-04 00:00:00,850.65
sdv-id-OotzqJ,sdv-id-WDIYVD,2023-01-04 00:00:00,1071.34
sdv-id-YUVxGK,sdv-id-aMNVIV,2023-01-04 00:00:00,1440.03
sdv-id-fBdRRa,sdv-id-IjOZaB,2023-01-04 00:00:00,1338.89
sdv-id-luNJpS,sdv-id-UfHJMG,2023-01-04 00:00:00,1012.42
sdv-id-VWAZPI,sdv-id-PEVglJ,2023-01-04 00:00:00,1314.84
sdv-id-EGXaXM,sdv-id-fjZFJL,2023-01-04 00:00:00,928.4
sdv-id-ryIvYq,sdv-id-qszxNX,2023-01-04 00:00:00,850.65
sdv-id-dQHEcG,sdv-id-DEVDas,2023-01-04 00:00:00,1073.99
sdv-id-PZOACh,sdv-id-PdgNsO,2023-01-04 00:00:00,850.65
sdv-id-FsrJrM,sdv-id-KQzCGk,2023-01-04 00:00:00,933.01
sdv-id-KFIUXX,sdv-id-NBlBJZ,2023-01-04 00:00:00,1304.73
sdv-id-VDjFds,sdv-id-hYotGh,2023-01-04 00:00:00,850.65
sdv-id-WnQqaP,sdv-id-kgJvoz,2023-01-04 00:00:00,1318.4
sdv-id-VhYBZK,sdv-id-UiEFkI,2023-01-04 00:00:00,1229.77
sdv-id-MFzimj,sdv-id-JAOKQI,2023-01-04 00:00:00,1224.82
sdv-id-cTEKvR,sdv-id-POSdLA,2023-01-04 00:00:00,1008.32
sdv-id-BAuzrg,sdv-id-iwEXeb,2023-01-04 00:00:00,1138.83
sdv-id-OHhouG,sdv-id-hEsBAQ,2023-01-04 00:00:00,850.65
sdv-id-PCMzQT,sdv-id-UJJzsk,2023-01-04 00:00:00,1177.99
sdv-id-DKFTGD,sdv-id-DNFiiq,2023-01-04 00:00:00,1040.61
sdv-id-JRrmnS,sdv-id-tXDygx,2023-01-04 00:00:00,1054.95
sdv-id-jVBvhL,sdv-id-GFzaSZ,2023-01-04 00:00:00,1068.42
sdv-id-lHsowb,sdv-id-ZXdudL,2023-01-04 00:00:00,891.59
sdv-id-YyHUkM,sdv-id-EZdRnt,2023-01-04 00:00:00,850.65
sdv-id-JMtQVr,sdv-id-vivQHj,2023-01-04 00:00:00,850.65
sdv-id-jRkaDp,sdv-id-jgfVWL,2023-01-04 00:00:00,1358.77
sdv-id-XbEOfH,sdv-id-LmDRfG,2023-01-04 00:00:00,855.69
sdv-id-DEZSjH,sdv-id-YHutMs,2023-01-04 00:00:00,1193.37
sdv-id-WCxiyE,sdv-id-NcQhmH,2023-01-04 00:00:00,958.6
sdv-id-FlYkoe,sdv-id-HwEFGh,2023-01-04 00:00:00,1272.79
sdv-id-bmoHAX,sdv-id-qRAozZ,2023-01-04 00:00:00,1076.44
sdv-id-MGiXGk,sdv-id-JKgasw,2023-01-04 00:00:00,1052.53
sdv-id-VTXfkX,sdv-id-vrfmXN,2023-01-04 00:00:00,940.32
sdv-id-vRQOMf,sdv-id-etjoQe,2023-01-04 00:00:00,1269.82
sdv-id-lfAnOY,sdv-id-lRaEaV,2023-01-04 00:00:00,850.65
sdv-id-XhoZCd,sdv-id-TxPajH,2023-01-05 00:00:00,1121.32
sdv-id-dIBZHb,sdv-id-uKbSlT,2023-01-05 00:00:00,1292.49
sdv-id-RSQXUv,sdv-id-BputPQ,2023-01-05 00:00:00,1000.4
sdv-id-dQHBRi,sdv-id-Wlewuc,2023-01-05 00:00:00,1393.74
sdv-id-jmcDHx,sdv-id-oqrmIa,2023-01-05 00:00:00,850.65
sdv-id-uvwzqi,sdv-id-aDBZVx,2023-01-05 00:00:00,902.73
sdv-id-ZMgBqv,sdv-id-EOVugw,2023-01-05 00:00:00,924.45
sdv-id-yjBWhc,sdv-id-GjyBfs,2023-01-05 00:00:00,1341.33
sdv-id-sRCdpP,sdv-id-oWJYjq,2023-01-05 00:00:00,1217.52
sdv-id-KzGspJ,sdv-id-wsDmMb,2023-01-05 00:00:00,1056.27
sdv-id-xMwnpA,sdv-id-SYxZFn,2023-01-05 00:00:00,929.63
sdv-id-vMqTtl,sdv-id-bMDINs,2023-01-05 00:00:00,850.65
sdv-id-bloZqs,sdv-id-AwzVjR,2023-01-05 00:00:00,1027.04
sdv-id-gTRzym,sdv-id-AHKoXx,2023-01-05 00:00:00,1191.44
sdv-id-KWcraN,sdv-id-IgaVFH,2023-01-05 00:00:00,1062.32
sdv-id-nzsjlW,sdv-id-ryAsyY,2023-01-05 00:00:00,1287.76
sdv-id-WPsrsJ,sdv-id-RtaeyW,2023-01-05 00:00:00,1131.85
sdv-id-iaLvKS,sdv-id-FyvOoz,2023-01-05 00:00:00,1333.49
sdv-id-VpfBBk,sdv-id-XhDbCp,2023-01-05 00:00:00,863.13
sdv-id-aAamUz,sdv-id-fuMXnH,2023-01-05 00:00:00,1273.1
sdv-id-MbXgSJ,sdv-id-KxxUHd,2023-01-05 00:00:00,1257.23
sdv-id-swhWyY,sdv-id-ioOiuQ,2023-01-05 00:00:00,948.66
sdv-id-BeKTzY,sdv-id-lgScTX,2023-01-05 00:00:00,850.65
sdv-id-AYpmnI,sdv-id-jBLHlO,2023-01-05 00:00:00,850.65
sdv-id-sZGjhW,sdv-id-OlGJwc,2023-01-05 00:00:00,1095.66
sdv-id-iavVAG,sdv-id-SWsmgn,2023-01-05 00:00:00,1261.04
sdv-id-kxaYqo,sdv-id-aZcokd,2023-01-05 00:00:00,1061.04
