TransactionID,CustomerID,TransactionDate,Amount,Category,RiskScore,ClaimApproved
sdv-id-TVerOy,sdv-id-xDtPBX,2023-01-01,1.0464043155050433,Food,0.0545972736934619,True
sdv-id-mNEUly,sdv-id-wrjKKN,2023-05-30,149.5,Health,14.9,True
sdv-id-ZLtNEz,sdv-id-ALwbJR,2023-03-14,73.29505478674356,Food,7.278251734893863,True
sdv-id-CcKjkP,sdv-id-bNsMCp,2023-01-08,8.048689051635492,Travel,0.7535781481518162,False
sdv-id-DsHemv,sdv-id-PmzITO,2023-01-01,0.5,Food,0.0,True
sdv-id-jrDzgL,sdv-id-jwsaJU,2023-05-11,131.10557782678586,Travel,13.062232729400655,False
sdv-id-EKeUIt,sdv-id-sDAKTE,2023-03-24,83.02436235590741,Health,8.254190828552545,False
sdv-id-WSzhLn,sdv-id-wmNURE,2023-02-12,42.911175477509666,Travel,4.23976376323685,True
sdv-id-znTOQQ,sdv-id-TqcMis,2023-01-30,30.47258502623162,Food,2.996833325565798,True
sdv-id-HpXDpu,sdv-id-CIooAA,2023-03-06,65.18776543271706,Travel,6.4712603540179,False
sdv-id-nUFYiG,sdv-id-mYOiRS,2023-05-08,128.50244780606715,Travel,12.799316787769243,False
sdv-id-vxnRer,sdv-id-fFMQwT,2023-05-29,148.51014261578896,Travel,14.799564504521943,False
sdv-id-qlBAWw,sdv-id-VKMHNc,2023-05-01,120.59543385050887,Travel,12.00913884701109,False
sdv-id-UgTtXm,sdv-id-zOVIxx,2023-02-05,35.57835680105345,Food,3.510142930047083,False
sdv-id-xuisPX,sdv-id-aJHftu,2023-01-01,0.5,Health,0.0,False
sdv-id-WAnseT,sdv-id-RuEAGX,2023-04-06,95.58287951600116,Travel,9.506009339945411,False
sdv-id-mxANoW,sdv-id-uSOEus,2023-03-02,61.29384371656126,Travel,6.080760010332305,True
sdv-id-NhFqfB,sdv-id-cmjwXh,2023-04-17,106.85683719668735,Travel,10.636504135814448,False
sdv-id-RVBTWH,sdv-id-arsGTQ,2023-01-29,29.279723906547915,Health,2.8781009046863177,False
sdv-id-Cnzirb,sdv-id-ECgNTg,2023-04-17,107.1490267863085,Travel,10.665829521470048,False
sdv-id-TMzFxq,sdv-id-xjtkmC,2023-05-13,132.67520006526726,Food,13.216426935765632,False
sdv-id-MMvitD,sdv-id-hEsmhS,2023-03-11,70.21520976716711,Travel,6.969618748411759,True
sdv-id-kGVcOQ,sdv-id-YRWMjm,2023-03-26,84.89912208405033,Travel,8.441007892570608,True
sdv-id-aWKcOw,sdv-id-tFiHvP,2023-02-16,46.92022464817399,Travel,4.642922849631448,False
sdv-id-dXoJYa,sdv-id-PYzJpz,2023-05-30,149.5,Health,14.9,True
sdv-id-yrqHrN,sdv-id-lQSkhv,2023-04-11,101.23484121409192,Travel,10.074555961718952,False
sdv-id-jsGiSF,sdv-id-SgbrZc,2023-03-23,81.72875540488907,Health,8.124454610177944,True
sdv-id-XeNESX,sdv-id-ueBPUR,2023-05-13,133.0296680193136,Travel,13.255177509795619,True
sdv-id-tekiaS,sdv-id-JjKyVQ,2023-03-16,75.07481659348367,Travel,7.454001254669962,False
sdv-id-NddxCv,sdv-id-cyWHLB,2023-02-07,38.31487354060466,Health,3.784676714750183,False
sdv-id-pcuxsu,sdv-id-boHzjN,2023-02-11,42.06498643317628,Travel,4.158389127668713,False
sdv-id-RYAdTs,sdv-id-pyhmbg,2023-05-12,131.78977197009146,Food,13.125752764709581,True
sdv-id-uVVLca,sdv-id-RMwwOY,2023-01-03,2.9541349018600442,Health,0.24609152702136505,True
sdv-id-KTntOU,sdv-id-RAukHd,2023-04-02,92.38518236509617,Health,9.186937345236974,True
sdv-id-FkGeFd,sdv-id-aKBhGc,2023-04-11,101.20217936390473,Travel,10.075056677036782,True
sdv-id-zbMcvs,sdv-id-tzijHd,2023-03-23,82.410204313099,Health,8.188823175049524,True
sdv-id-jFAWyb,sdv-id-PIqOLh,2023-03-08,67.4336145821027,Food,6.696889761984465,False
sdv-id-rCnSAf,sdv-id-bhahNK,2023-05-30,149.5,Health,14.9,True
sdv-id-TxoEud,sdv-id-AbEHbe,2023-04-18,108.20337986147956,Travel,10.773756626225824,False
sdv-id-ZlOqdn,sdv-id-yhRzkn,2023-02-20,51.017099927414364,Health,5.051666619814702,True
sdv-id-wWhorA,sdv-id-fReTOG,2023-03-27,86.50278277603783,Travel,8.60028289530529,True
sdv-id-yOYcxg,sdv-id-BiRYwg,2023-04-15,105.23820874209292,Food,10.474218309123268,True
sdv-id-QhmNcA,sdv-id-NMfDsx,2023-02-11,41.817286614359034,Travel,4.130654697658086,True
sdv-id-eymlnk,sdv-id-uOhcSv,2023-04-03,93.33349854861078,Health,9.283064611578475,True
sdv-id-GgprLW,sdv-id-YSjuDe,2023-01-01,0.5,Travel,0.0,False
sdv-id-KPxJYH,sdv-id-oKYaNX,2023-01-17,17.14191304867426,Food,1.663217245847135,False
sdv-id-KbDBCv,sdv-id-PiAlxk,2023-03-20,78.96480788180362,Travel,7.8477384203260225,False
sdv-id-dCbnaf,sdv-id-bgBtCE,2023-03-06,64.6473160508256,Travel,6.418105297874215,False
sdv-id-KbZtlh,sdv-id-QekZAO,2023-02-14,45.438033064576445,Health,4.495027117094605,True
sdv-id-pvBNNd,sdv-id-BiyKxi,2023-03-01,59.96711302477258,Travel,5.946519135457951,False
sdv-id-FWvbKg,sdv-id-GKbxvC,2023-03-31,90.30528554760241,Travel,8.981985276353141,False
sdv-id-KjMLkt,sdv-id-wWmoZO,2023-01-01,0.5,Food,0.0,False
sdv-id-yjPcQL,sdv-id-iyPKej,2023-03-29,88.31585912652538,Food,8.782552893675133,False
sdv-id-yRKXMs,sdv-id-EtofBB,2023-05-06,125.61308734617373,Health,12.510183449682874,False
sdv-id-gjBXQv,sdv-id-rmftGj,2023-02-09,39.60961041326232,Food,3.909865438899586,False
sdv-id-whAYXI,sdv-id-xhZCfS,2023-05-25,144.6153738450215,Health,14.410390854271967,True
sdv-id-dRlcNo,sdv-id-IktZIm,2023-03-14,73.00230799472294,Health,7.24963202769669,True
sdv-id-XWibeP,sdv-id-bQZKBs,2023-03-13,71.6272215815404,Food,7.113778596330898,True
sdv-id-wylHEF,sdv-id-aaAaPu,2023-05-24,144.11706463807263,Food,14.36142142900866,False
sdv-id-dbNyOK,sdv-id-VReaYr,2023-05-17,136.56208415484127,Travel,13.602378423146789,True
sdv-id-WFMmNn,sdv-id-Uxqzwu,2023-01-13,12.829571400543529,Travel,1.2316003001336409,True
sdv-id-kzWccv,sdv-id-wvodNO,2023-02-16,46.87433877598099,Food,4.636237567960501,False
