claim_id,policy_holder_id,claim_amount,incident_severity,claim_age_days,num_previous_claims,witness_present,police_report_available,is_fraud
sdv-id-MaHYYA,sdv-id-yIxXJs,1157.5336215906254,Minor,216,3,True,False,False
sdv-id-rkSFEY,sdv-id-UopGKq,1493.582369429705,Minor,345,2,False,True,False
sdv-id-Phuisr,sdv-id-azcRXY,2088.4653704278094,Total Loss,288,3,False,True,False
sdv-id-HIUFhV,sdv-id-GXibZh,762.6757570505986,Minor,66,3,False,True,False
sdv-id-bDKWuH,sdv-id-pUWcFq,1862.677697570965,Total Loss,96,3,False,False,False
sdv-id-YKnjME,sdv-id-RuwXLJ,754.6654408391826,Total Loss,200,2,False,True,False
sdv-id-oAsiIB,sdv-id-kzjRPT,323.25235259606325,Minor,189,4,False,False,False
sdv-id-lHCzip,sdv-id-mUVjix,1629.696646835345,Total Loss,260,3,False,True,False
sdv-id-UppffS,sdv-id-bchpmc,1428.3883798130546,Total Loss,123,3,True,False,False
sdv-id-UMLYll,sdv-id-ENaXec,3085.512467960418,Major,65,3,True,False,False
sdv-id-oLrMul,sdv-id-TBMlqV,1010.9114708471697,Major,160,3,True,True,False
sdv-id-wZPaTq,sdv-id-cQpcER,2036.9610920922769,Total Loss,220,1,False,True,False
sdv-id-nOCmAo,sdv-id-uToqGD,1984.2133971863784,Major,5,2,True,False,True
sdv-id-ItPRuA,sdv-id-nvnoGo,4235.73851053777,Total Loss,130,1,False,True,False
sdv-id-xVZYsR,sdv-id-BTcxbm,323.25235259606325,Minor,54,2,False,False,False
sdv-id-QaYDwE,sdv-id-iqqrCI,4235.73851053777,Major,135,1,True,True,False
sdv-id-oYmIlF,sdv-id-YvNQZo,815.2692336444259,Major,71,4,True,False,False
sdv-id-qzAeyq,sdv-id-pEcnyX,921.2185668427752,Major,95,3,True,False,False
sdv-id-MFQWQW,sdv-id-FIacuh,2942.957754350424,Total Loss,262,2,False,True,False
sdv-id-quvaAB,sdv-id-xORIfs,1008.9717542264468,Minor,221,3,True,False,False
sdv-id-tLeqWa,sdv-id-ibqqDg,323.25235259606325,Major,100,4,True,False,False
sdv-id-dVBGln,sdv-id-yjrpcV,985.8110789490602,Minor,146,3,False,False,False
sdv-id-AhfvmK,sdv-id-WamuHy,323.25235259606325,Major,224,4,True,True,True
sdv-id-SkvBob,sdv-id-czLQfC,3746.7895464471303,Major,116,0,True,True,False
sdv-id-MRdiWP,sdv-id-OyYDCV,3363.3063998073844,Major,345,3,False,True,False
sdv-id-rJSOmh,sdv-id-epbPwB,2142.7292466286062,Minor,196,2,False,False,True
sdv-id-bozcIG,sdv-id-tGidTa,3007.683350605732,Total Loss,99,2,False,True,False
sdv-id-rtEwPk,sdv-id-ugMkbu,1415.8841694141133,Minor,167,2,False,False,False
sdv-id-uuRqex,sdv-id-RJZual,497.4835918940637,Minor,162,1,False,False,True
sdv-id-Qhigwb,sdv-id-sXlIDM,1950.3685500191953,Minor,211,2,False,False,False
sdv-id-AmbsOI,sdv-id-VFeTem,2859.584464982249,Total Loss,159,1,False,False,True
sdv-id-bcEvEk,sdv-id-anBjJd,925.1901773030792,Total Loss,345,3,False,False,False
sdv-id-hJGAKO,sdv-id-hJusAr,323.25235259606325,Minor,278,4,False,True,False
sdv-id-xTIzGc,sdv-id-bstizE,2461.5319819444394,Minor,22,1,True,False,True
sdv-id-YYgoRr,sdv-id-jUgCqv,2351.904643507895,Total Loss,124,1,True,False,False
sdv-id-iROeFk,sdv-id-ksILka,3108.0773855314756,Total Loss,327,1,False,True,False
sdv-id-yjSLUn,sdv-id-kbvkUQ,1834.2179453274466,Total Loss,345,2,False,True,False
sdv-id-nFJwLW,sdv-id-AYfhFt,2002.186607776722,Major,22,3,True,True,False
sdv-id-lpIXQg,sdv-id-CvLTQN,2621.727752166207,Major,261,2,False,False,False
sdv-id-CWVSoQ,sdv-id-DbEoMj,521.3661536515019,Major,254,4,True,True,False
sdv-id-CQiLAZ,sdv-id-scTpub,810.4024394774133,Minor,86,2,True,False,False
sdv-id-lgRqeK,sdv-id-fRbYyX,1652.528739238858,Minor,292,2,False,False,False
sdv-id-SxZOXY,sdv-id-QCInGi,1562.95083971784,Major,46,3,True,True,False
sdv-id-pFwuZL,sdv-id-ZxyWVp,3080.2696900299716,Major,261,1,False,False,False
sdv-id-lXKFTy,sdv-id-EMBOVz,2099.9864142524425,Minor,5,1,False,True,True
sdv-id-ADYgHM,sdv-id-Dyhkui,3172.6449243701627,Minor,5,0,True,False,True
sdv-id-fdCLSe,sdv-id-xQCcKT,2986.1348371892645,Minor,118,2,False,False,False
sdv-id-WcvVsD,sdv-id-nuFPRf,323.25235259606325,Major,43,4,True,True,True
sdv-id-RWmFnF,sdv-id-guWbCD,2180.8113869298213,Total Loss,289,2,False,False,False
sdv-id-zyQEei,sdv-id-zELDlJ,3876.7168306410213,Major,100,1,False,False,False
sdv-id-sPJdtn,sdv-id-pFMttN,2958.4683680265302,Minor,15,0,False,True,True
sdv-id-YckPhx,sdv-id-DBXZYL,467.6185120343689,Minor,92,2,False,False,True
sdv-id-EJULEA,sdv-id-ahHMOX,1483.177850015398,Major,303,3,True,True,False
sdv-id-VYyxEB,sdv-id-goxSDK,1235.3979375765662,Minor,167,2,False,False,False
sdv-id-hLoocu,sdv-id-KVITVv,2290.8027568085095,Major,134,2,True,False,False
sdv-id-fjTVLj,sdv-id-GimWXm,1381.3143661605272,Total Loss,137,4,False,False,False
sdv-id-UFCbdw,sdv-id-LkqUIE,2366.2400455829434,Minor,75,0,False,False,False
sdv-id-peAdOf,sdv-id-xBtVSg,1864.312978316046,Major,187,3,False,False,True
sdv-id-wuwvmo,sdv-id-JujsSb,2363.2529825735437,Total Loss,345,4,False,False,False
sdv-id-lIYzuf,sdv-id-XhOZYD,2181.7685302909754,Major,145,2,True,False,False
sdv-id-wsBifU,sdv-id-bmSmmg,2069.729935933258,Total Loss,310,2,True,False,False
sdv-id-USmoFI,sdv-id-ndfIPh,323.25235259606325,Minor,229,4,False,False,False
sdv-id-nIAtWf,sdv-id-rhzRsd,1234.6323760109376,Major,242,4,False,True,False
sdv-id-DrJXVc,sdv-id-chyDAG,1251.5833276600429,Minor,64,3,False,True,False
sdv-id-ZbqVGi,sdv-id-zHMoTS,660.5030092057705,Major,175,4,True,False,False
sdv-id-OSGYwO,sdv-id-iRJtMF,1752.3754152821366,Major,5,1,True,False,False
sdv-id-vabmiR,sdv-id-TvkpyO,1272.67517346997,Total Loss,109,3,True,True,False
sdv-id-ATYhXE,sdv-id-AooqPL,2027.7095349191095,Minor,178,2,False,False,False
sdv-id-nKtVSl,sdv-id-HxmpAF,1845.443579102291,Major,144,3,True,True,False
sdv-id-EqHcxA,sdv-id-ytFwEs,780.3241747696625,Major,320,3,True,False,False
sdv-id-EBYoHi,sdv-id-FVmaYi,2331.9389902249245,Total Loss,5,1,True,False,False
sdv-id-CcMePS,sdv-id-VVwVQa,1516.0705707914012,Minor,262,2,False,True,False
sdv-id-mGAwWW,sdv-id-CppobB,2481.265300859484,Major,64,2,True,False,False
sdv-id-nwKOyA,sdv-id-cLRaVX,2203.137817151404,Total Loss,327,2,False,True,False
sdv-id-wrzekZ,sdv-id-VTqgIZ,2712.71926064581,Minor,191,0,False,False,False
sdv-id-BooyPW,sdv-id-gSQSav,323.25235259606325,Major,49,4,True,True,False
sdv-id-sirsEZ,sdv-id-RYmqps,1835.669458217408,Total Loss,242,3,False,False,False
sdv-id-auJcKy,sdv-id-lgfaLN,2508.6836807054174,Total Loss,345,0,False,False,True
sdv-id-wcPzDk,sdv-id-zCfcqj,3578.277330247959,Total Loss,55,1,True,True,False
sdv-id-qYmOwe,sdv-id-EujBcJ,3103.3304136707857,Total Loss,5,0,True,False,False
sdv-id-cmmYYF,sdv-id-KLQWfp,2842.529459807117,Major,55,1,True,True,False
sdv-id-INXgZR,sdv-id-YjoIWW,573.2560660242616,Total Loss,161,4,True,False,False
sdv-id-xkPrhb,sdv-id-qsdXbK,2258.4350892623966,Major,345,3,False,True,False
sdv-id-RHxWwC,sdv-id-HtYYKN,3037.5106691858355,Major,260,2,True,True,False
sdv-id-Gibjfb,sdv-id-NowEHi,1349.5036786953283,Major,268,4,True,False,False
sdv-id-jVnIqD,sdv-id-CQDMsZ,3053.9318717290744,Major,138,1,False,True,False
sdv-id-kkaPgq,sdv-id-asmoiy,929.1405179364749,Minor,342,2,False,False,False
sdv-id-SbkjpZ,sdv-id-aJzjlo,323.25235259606325,Major,188,4,True,True,False
sdv-id-DSeSZe,sdv-id-TjhLuU,2844.354757298296,Total Loss,150,1,True,True,False
sdv-id-UGkKJf,sdv-id-Mzyxhr,1626.3847022750515,Minor,255,2,False,False,False
sdv-id-aosNBL,sdv-id-gAKuus,1697.6586349468191,Total Loss,6,3,True,False,False
sdv-id-GSpxVr,sdv-id-aCPYqs,3736.7821041526295,Total Loss,256,0,False,False,False
sdv-id-vYFwqu,sdv-id-zKTvxf,1764.720311335445,Major,277,3,True,False,True
sdv-id-nfREwy,sdv-id-jXXpkC,2654.656970978647,Major,333,2,True,True,False
sdv-id-gBDFup,sdv-id-UCbUOa,629.4735090238908,Major,184,3,True,True,True
sdv-id-mbEmAh,sdv-id-ACTocE,3313.6169075012363,Total Loss,25,1,False,False,False
sdv-id-aVwaau,sdv-id-SYCWgJ,2173.3912354023355,Minor,154,2,False,True,False
sdv-id-SBxooa,sdv-id-rKBJVL,2133.0922005874972,Major,129,3,True,False,True
sdv-id-xyJjZY,sdv-id-jQYfKL,323.25235259606325,Total Loss,127,4,False,True,False
sdv-id-DxApVM,sdv-id-VHAuQU,2984.907992131548,Total Loss,64,1,True,True,True
sdv-id-OJzoUE,sdv-id-wICfen,549.8606678680358,Major,5,3,True,True,False
sdv-id-fqULNr,sdv-id-ROEmDC,395.80714718935747,Total Loss,262,4,True,True,False
sdv-id-UhDIaw,sdv-id-FJacKE,2325.8889063236893,Total Loss,343,3,False,True,False
sdv-id-ClgpLq,sdv-id-EgMmrL,4235.73851053777,Major,23,1,False,True,False
sdv-id-yezVcD,sdv-id-DvOzle,1935.0105596867736,Total Loss,5,1,True,True,False
sdv-id-vdpaaO,sdv-id-bcmeTg,1580.1303248447036,Minor,230,2,True,False,False
sdv-id-zZjVIX,sdv-id-zPHNDW,424.74785084349287,Major,193,4,True,False,False
sdv-id-vAXpwo,sdv-id-oGzKIB,3031.12043211563,Major,5,0,True,False,False
sdv-id-XXhZUX,sdv-id-DsCyJP,323.25235259606325,Minor,5,3,True,False,False
sdv-id-eAHUbd,sdv-id-zTZVGz,323.25235259606325,Total Loss,274,4,True,False,False
sdv-id-juUfsz,sdv-id-LHcuyD,1472.6218643124075,Total Loss,267,3,True,False,False
sdv-id-NnZlum,sdv-id-ccQsbR,1690.837114278762,Total Loss,50,2,False,True,False
sdv-id-iqQpqt,sdv-id-vgdaZK,2363.157605850697,Major,146,3,True,True,False
sdv-id-XsIVDy,sdv-id-hPfGZG,2969.398925239914,Major,340,1,False,True,False
sdv-id-vyZJRB,sdv-id-IpXyPP,1581.866023860453,Total Loss,120,3,True,True,False
sdv-id-VRvHIC,sdv-id-PSYNXw,1652.9695288529667,Major,207,4,True,False,False
sdv-id-gDKVPU,sdv-id-mylDAZ,2925.9832631000854,Major,10,2,True,True,False
sdv-id-ikHCKD,sdv-id-dtEpGV,1347.801108017257,Major,17,4,True,True,False
sdv-id-GQogCj,sdv-id-ORCeIG,1919.9712320945293,Major,112,1,True,True,False
sdv-id-YcutoU,sdv-id-BHDQnR,1274.7663793699614,Total Loss,344,3,False,True,False
sdv-id-wKVqPY,sdv-id-XyYrvK,1512.060830640628,Major,238,4,True,False,False
sdv-id-xIUMGG,sdv-id-SuHkut,3728.5612570156472,Major,219,1,True,False,False
sdv-id-uvuriG,sdv-id-ZhnIPz,989.1434118404675,Minor,181,4,False,True,False
sdv-id-zDJMVy,sdv-id-bZGKfa,440.99910263135007,Major,172,3,True,False,False
sdv-id-LAsGmG,sdv-id-KACRyg,717.5604490773023,Total Loss,13,2,True,True,False
sdv-id-BlmwHy,sdv-id-nqNbcN,2337.7440849556533,Major,184,1,False,False,False
sdv-id-dlAXuq,sdv-id-LaTKCr,2029.974368795524,Total Loss,320,3,False,True,False
sdv-id-AvwTGF,sdv-id-gLWRHA,4235.73851053777,Major,43,0,True,True,False
sdv-id-SCxjKb,sdv-id-tvGRCC,3663.410770132909,Total Loss,5,1,False,True,False
sdv-id-lkToSf,sdv-id-Xlvadc,2849.4385330967543,Major,13,3,True,True,False
sdv-id-lovsOd,sdv-id-JIogxa,661.8208089963671,Minor,335,4,False,True,False
sdv-id-ofAVTS,sdv-id-EtszeJ,3150.851967790154,Total Loss,279,1,False,True,False
sdv-id-nwSfVo,sdv-id-hwkhAq,2645.9382533226935,Major,249,3,True,False,True
sdv-id-smmBbU,sdv-id-fXWQrC,4235.73851053777,Major,49,0,True,True,False
sdv-id-PzoPXW,sdv-id-mrqHKc,1385.92749065966,Total Loss,92,2,True,False,True
sdv-id-qjUngF,sdv-id-EiFrtT,2152.334641631078,Minor,119,1,False,False,False
sdv-id-uFpyuK,sdv-id-clBCFe,1972.1393340393645,Minor,209,1,False,False,False
sdv-id-pNhsDe,sdv-id-iyEvFO,543.648194383406,Total Loss,345,3,False,False,False
sdv-id-CmMbaX,sdv-id-wOTcnk,2362.001231273665,Major,345,4,True,True,False
sdv-id-GcZHvS,sdv-id-qLGiVB,1102.16043870393,Minor,345,3,False,False,False
sdv-id-opCWEm,sdv-id-TmJTZD,1432.4173909496944,Total Loss,66,3,True,False,False
sdv-id-LClumH,sdv-id-hCPmUX,2946.3422073603965,Major,88,1,True,True,False
sdv-id-VWbxPE,sdv-id-xNSSLX,4014.574310995481,Total Loss,311,0,False,False,False
sdv-id-BYejfR,sdv-id-quCYjg,3180.0929723171566,Major,64,2,True,False,False
sdv-id-eCoZvE,sdv-id-yeewFR,1879.9087632690898,Major,176,3,True,False,True
sdv-id-nVWIWk,sdv-id-sTKGOI,3538.4254856853804,Major,15,1,True,False,False
sdv-id-nEMCIX,sdv-id-FPDkaQ,323.25235259606325,Total Loss,319,2,True,True,False
sdv-id-YqAkip,sdv-id-nvLcVY,1791.1584288621098,Minor,345,3,False,True,False
sdv-id-studlK,sdv-id-qnZxyM,953.2416343491934,Total Loss,222,4,False,True,False
sdv-id-TCnWRQ,sdv-id-yTgdDT,2080.2149883155876,Total Loss,209,1,False,False,False
sdv-id-MzbeBs,sdv-id-WFezxh,323.25235259606325,Minor,266,3,False,True,False
sdv-id-CvVHCs,sdv-id-kjfgcS,2147.834321510157,Major,25,3,True,False,False
sdv-id-jjHfdl,sdv-id-jAWYXV,3201.0480911959803,Major,147,1,True,False,True
sdv-id-bDXbPc,sdv-id-BXFVza,360.1511657317592,Total Loss,345,4,False,True,False
sdv-id-NOWtTQ,sdv-id-bsxzLp,3986.7166446103497,Minor,341,1,False,True,False
sdv-id-wQCWxf,sdv-id-vBZCoM,1586.8503973701413,Total Loss,106,3,True,True,False
sdv-id-tTDIwa,sdv-id-mJPzCN,1514.982605293337,Minor,5,1,True,False,False
sdv-id-EDMFnU,sdv-id-cLXyzH,509.4722486079577,Major,182,4,True,False,False
sdv-id-VCAuGB,sdv-id-qjlJAv,2320.4438837965386,Major,5,0,True,True,False
sdv-id-NkcbpT,sdv-id-cOfwDy,3175.094337245833,Major,79,2,True,True,False
sdv-id-KukGyJ,sdv-id-rroits,3301.8236774906422,Major,226,4,False,True,False
sdv-id-fzAzbs,sdv-id-RgnLDT,3870.5956927072984,Major,160,2,True,True,False
sdv-id-vNHaje,sdv-id-GbXxXO,1586.6944162114037,Major,162,2,True,True,False
sdv-id-VTtZTk,sdv-id-OcKsuD,2951.940396470075,Major,177,2,True,True,False
sdv-id-cTPzlz,sdv-id-xgdCKi,1058.026669386643,Major,345,4,True,False,False
sdv-id-LJiRJa,sdv-id-UkcxZO,2929.751245664541,Minor,345,1,False,True,False
sdv-id-BVKdQW,sdv-id-dhqRlm,3654.090246250429,Minor,264,0,False,False,False
sdv-id-JVnolo,sdv-id-gWcFdE,3726.2644446091995,Major,5,1,True,False,False
sdv-id-YGNlBk,sdv-id-daTiwV,3680.19227091881,Total Loss,345,2,False,True,False
sdv-id-DRWGHa,sdv-id-lnUtQz,2511.528379850172,Minor,97,1,False,True,True
sdv-id-usAyGX,sdv-id-mKgcpV,1775.4615374517884,Minor,204,2,False,True,False
sdv-id-mKmhos,sdv-id-KPblqH,2402.3141993645295,Minor,277,2,False,False,False
sdv-id-BTSjKl,sdv-id-ZOreNz,1809.922058372532,Major,231,3,False,True,False
sdv-id-ECenTy,sdv-id-TVBCuX,1761.7027354842594,Total Loss,182,3,False,True,False
sdv-id-eRWvjU,sdv-id-FTedaU,4013.1367830834024,Total Loss,146,1,False,False,False
sdv-id-rBsArz,sdv-id-GqAZqR,1510.6410064113566,Major,77,4,True,True,False
sdv-id-pfYwNL,sdv-id-FHqUqM,1819.8469946861378,Major,5,3,True,True,False
sdv-id-pCtwBs,sdv-id-riIHuE,709.608981143765,Major,5,4,True,True,False
sdv-id-ltUqny,sdv-id-RRyCsM,1447.884999182446,Minor,15,1,False,False,False
sdv-id-lSjSEy,sdv-id-CBDDCv,2119.275375140565,Total Loss,98,2,True,False,False
sdv-id-qdicNo,sdv-id-YuUdjX,3896.8390796078193,Total Loss,345,0,False,False,False
sdv-id-NlXSsy,sdv-id-UHMXrW,1891.275094612266,Minor,115,1,False,True,True
sdv-id-OPHynl,sdv-id-JdIuOR,516.6378533569159,Major,15,4,True,True,False
sdv-id-oFBnUU,sdv-id-hBJnij,2303.8232906301937,Major,221,2,False,True,True
sdv-id-bxnVSS,sdv-id-LJmMwL,1393.1412547702214,Major,345,4,False,True,False
sdv-id-DfKZbm,sdv-id-aGRBOd,1515.6431577482927,Total Loss,345,4,False,True,False
sdv-id-GbBdXu,sdv-id-UAMQiw,2627.863678772007,Minor,291,1,False,True,False
sdv-id-Qwyfpv,sdv-id-TaGJsM,323.25235259606325,Major,173,4,False,True,False
sdv-id-HqSJiA,sdv-id-nlKRiL,3052.5259194311734,Minor,272,2,True,False,False
sdv-id-NMNXAy,sdv-id-PjddJh,3216.642321990499,Total Loss,181,0,False,False,False
sdv-id-LQxEWW,sdv-id-LjpYhA,505.3606682558509,Total Loss,281,4,False,True,False
sdv-id-fMOIiG,sdv-id-kcBNWh,921.585553136223,Total Loss,150,1,False,True,False
sdv-id-oQYgOI,sdv-id-iksLuQ,1802.5479151884947,Minor,90,1,False,False,False
sdv-id-LgGCfs,sdv-id-xZZbPm,3866.64225516936,Minor,345,1,False,False,False
sdv-id-eNamKn,sdv-id-BEgcLX,2837.451988544809,Minor,189,3,False,False,False
sdv-id-OkpRXq,sdv-id-jEjJwU,323.25235259606325,Major,22,4,True,True,False
sdv-id-xHyRcj,sdv-id-BOJmFV,1010.5861167798623,Minor,109,2,True,True,False
sdv-id-eMgaHX,sdv-id-KuELcT,323.25235259606325,Major,56,4,True,True,False
sdv-id-RYRFzd,sdv-id-sCuMkh,2457.332595878427,Minor,218,1,False,False,False
sdv-id-cOZJwc,sdv-id-THCQBM,1045.025660702809,Total Loss,225,4,True,False,False
sdv-id-YihmET,sdv-id-nncywa,2916.4057650997584,Minor,238,1,False,True,False
sdv-id-PPpTEx,sdv-id-TAvuvM,2212.8013235442945,Major,22,2,True,True,False
sdv-id-eksnis,sdv-id-PJTZXg,949.2625867393228,Minor,69,2,False,True,False
sdv-id-DMKPWD,sdv-id-fSvslX,323.25235259606325,Minor,37,3,True,False,False
sdv-id-zeEhfr,sdv-id-HbDfMC,323.25235259606325,Major,89,4,True,False,True
sdv-id-NdkWZA,sdv-id-vfGoGD,323.25235259606325,Total Loss,305,4,False,True,False
sdv-id-FQPehx,sdv-id-vUFyfD,2298.9592790903,Major,157,2,True,True,False
sdv-id-hNiEnU,sdv-id-yvTZsW,838.7112091276013,Major,164,4,True,False,False
sdv-id-OaneFz,sdv-id-jOCSqT,1640.498995378645,Total Loss,5,3,True,True,False
sdv-id-CBHNTC,sdv-id-Egvvwf,3615.295893425212,Minor,49,0,False,False,False
sdv-id-gQWqpf,sdv-id-aNNcVb,1071.1393190766885,Minor,345,2,False,True,False
sdv-id-IHymBq,sdv-id-Hmxgqh,2140.3319601231724,Total Loss,209,1,False,True,False
sdv-id-avoJmY,sdv-id-UASXHV,2031.5094978135858,Total Loss,345,3,False,True,False
sdv-id-hTDyfZ,sdv-id-JuxPpS,2306.1235490333493,Major,68,2,True,True,False
sdv-id-HQxlEc,sdv-id-JgVsKV,2226.729084503264,Major,42,1,True,True,False
sdv-id-ogxmGX,sdv-id-izHcQW,3498.5987487982948,Major,40,1,True,True,False
sdv-id-dkbXig,sdv-id-BBNmnx,2688.716094623854,Major,345,2,False,True,False
sdv-id-SIdAUo,sdv-id-KDJMOG,686.1528010528739,Major,154,4,False,False,False
